query_basename,method,T_true,T_hat,Qerror,AbsRelativeError,SuccessRate,Cost,Trials
query_cycle_6_182.graph,WJ_uniform_multi,3999965.0,1246137.2952612394,-0.6884629502355046,0.6884629502355046,0.04495747266099635,1002,823
query_cycle_6_182.graph,WJ_importance_multi,3999965.0,1640068.9011093527,-0.5899791870405484,0.5899791870405484,0.049429657794676805,1002,789
query_cycle_6_184.graph,WJ_uniform_multi,2679.0,2731.4728039593338,0.019586712937414617,0.019586712937414617,0.0011214862130336201,1000,41017
query_cycle_6_184.graph,WJ_importance_multi,2679.0,9116.608091927987,2.4029892093796144,2.4029892093796144,0.0014312096029547553,1001,43320
query_cycle_6_186.graph,WJ_uniform_multi,483.0,2737.66724,4.668048115942029,4.668048115942029,0.00074,663,50000
query_cycle_6_186.graph,WJ_importance_multi,483.0,742.620566959357,0.5375167017792071,0.5375167017792071,0.00056,657,50000
query_cycle_6_187.graph,WJ_uniform_multi,71286.0,12871.675461511668,-0.8194361380704253,0.8194361380704253,0.001959247648902821,1000,22968
query_cycle_6_187.graph,WJ_importance_multi,71286.0,190291.84225841495,1.6694139418457334,1.6694139418457334,0.003002238957866884,1002,19652
query_cycle_6_190.graph,WJ_uniform_multi,3999965.0,1293401.6958333333,-0.6766467467007004,0.6766467467007004,0.06458333333333334,1000,480
query_cycle_6_190.graph,WJ_importance_multi,3999965.0,2432516.834698276,-0.39186547014829476,0.39186547014829476,0.09656652360515021,1000,466
query_cycle_6_202.graph,WJ_uniform_multi,373882.0,230449.4932150044,-0.38363041490362093,0.38363041490362093,0.000773953872349208,1003,19381
query_cycle_6_202.graph,WJ_importance_multi,373882.0,306778.3789116227,-0.17947807353223028,0.17947807353223028,0.0007553685119240316,1000,18534
